CMA,CDUID,Province,RCP,GCM,Era,Number of heat hospitalizations per year
Weak metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine faible (T.-N.-L.),1007,Newfoundland and Labrador,rcp45,HadGEM2-AO,2050s,25.54744779
Weak metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine faible (T.-N.-L.),1007,Newfoundland and Labrador,rcp45,HadGEM2-AO,2080s,25.59212194
Weak metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine faible (T.-N.-L.),1007,Newfoundland and Labrador,rcp45,HadGEM2-ES,2050s,25.63691287
Weak metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine faible (T.-N.-L.),1007,Newfoundland and Labrador,rcp45,HadGEM2-ES,2080s,28.12807645
Weak metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine faible (T.-N.-L.),1007,Newfoundland and Labrador,rcp45,MIROC-ESM-CHEM,2050s,36.64412997
Weak metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine faible (T.-N.-L.),1007,Newfoundland and Labrador,rcp45,MIROC-ESM-CHEM,2080s,33.40135477
Weak metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine faible (T.-N.-L.),1007,Newfoundland and Labrador,rcp45,MRI-CGCM3,2050s,5.986715912
Weak metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine faible (T.-N.-L.),1007,Newfoundland and Labrador,rcp45,MRI-CGCM3,2080s,5.717300192
Weak metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine faible (T.-N.-L.),1007,Newfoundland and Labrador,rcp85,CCSM4,2050s,19.22835149
Weak metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine faible (T.-N.-L.),1007,Newfoundland and Labrador,rcp85,CCSM4,2080s,29.91222401
Weak metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine faible (T.-N.-L.),1007,Newfoundland and Labrador,rcp85,GFDL-CM3,2050s,41.20094671
Weak metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine faible (T.-N.-L.),1007,Newfoundland and Labrador,rcp85,GFDL-CM3,2080s,57.03734153
Weak metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine faible (T.-N.-L.),1007,Newfoundland and Labrador,rcp85,GFDL-ESM2M,2050s,12.41638966
Weak metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine faible (T.-N.-L.),1007,Newfoundland and Labrador,rcp85,GFDL-ESM2M,2080s,16.91077723
Weak metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine faible (T.-N.-L.),1007,Newfoundland and Labrador,rcp85,HadGEM2-AO,2050s,34.53618997
Weak metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine faible (T.-N.-L.),1007,Newfoundland and Labrador,rcp85,HadGEM2-AO,2080s,47.80815308
Weak metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine faible (T.-N.-L.),1007,Newfoundland and Labrador,rcp85,HadGEM2-ES,2050s,39.06199049
Weak metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine faible (T.-N.-L.),1007,Newfoundland and Labrador,rcp85,HadGEM2-ES,2080s,54.02844473
Weak metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine faible (T.-N.-L.),1007,Newfoundland and Labrador,rcp85,MIROC-ESM-CHEM,2050s,45.7629298
Weak metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine faible (T.-N.-L.),1007,Newfoundland and Labrador,rcp85,MIROC-ESM-CHEM,2080s,59.40827606
Weak metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine faible (T.-N.-L.),1007,Newfoundland and Labrador,rcp85,MRI-CGCM3,2050s,14.79776859
Weak metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine faible (T.-N.-L.),1007,Newfoundland and Labrador,rcp85,MRI-CGCM3,2080s,25.98291523
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1008,Newfoundland and Labrador,rcp45,CCSM4,2050s,13.48040042
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1008,Newfoundland and Labrador,rcp45,CCSM4,2080s,9.130516963
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1008,Newfoundland and Labrador,rcp45,GFDL-CM3,2050s,32.85374195
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1008,Newfoundland and Labrador,rcp45,GFDL-CM3,2080s,32.96099492
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1008,Newfoundland and Labrador,rcp45,GFDL-ESM2M,2050s,6.922153688
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1008,Newfoundland and Labrador,rcp45,GFDL-ESM2M,2080s,1.548264845
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1008,Newfoundland and Labrador,rcp45,HadGEM2-AO,2050s,23.51694305
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1008,Newfoundland and Labrador,rcp45,HadGEM2-AO,2080s,25.78415913
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1008,Newfoundland and Labrador,rcp45,HadGEM2-ES,2050s,20.4588576
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1008,Newfoundland and Labrador,rcp45,HadGEM2-ES,2080s,26.63315202
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1008,Newfoundland and Labrador,rcp45,MIROC-ESM-CHEM,2050s,33.57889491
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1008,Newfoundland and Labrador,rcp45,MIROC-ESM-CHEM,2080s,30.82486497
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1008,Newfoundland and Labrador,rcp45,MRI-CGCM3,2050s,4.918256734
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1008,Newfoundland and Labrador,rcp45,MRI-CGCM3,2080s,3.914385088
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1008,Newfoundland and Labrador,rcp85,CCSM4,2050s,18.02139743
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1008,Newfoundland and Labrador,rcp85,CCSM4,2080s,28.33833783
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1008,Newfoundland and Labrador,rcp85,GFDL-CM3,2050s,41.33918544
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1008,Newfoundland and Labrador,rcp85,GFDL-CM3,2080s,56.58559299
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1008,Newfoundland and Labrador,rcp85,GFDL-ESM2M,2050s,11.82201162
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1008,Newfoundland and Labrador,rcp85,GFDL-ESM2M,2080s,15.60502336
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1008,Newfoundland and Labrador,rcp85,HadGEM2-AO,2050s,32.67160304
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1008,Newfoundland and Labrador,rcp85,HadGEM2-AO,2080s,45.9254178
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1008,Newfoundland and Labrador,rcp85,HadGEM2-ES,2050s,35.92550422
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1008,Newfoundland and Labrador,rcp85,HadGEM2-ES,2080s,52.577489
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1008,Newfoundland and Labrador,rcp85,MIROC-ESM-CHEM,2050s,43.22628628
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1008,Newfoundland and Labrador,rcp85,MIROC-ESM-CHEM,2080s,55.59792343
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1008,Newfoundland and Labrador,rcp85,MRI-CGCM3,2050s,12.14901679
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1008,Newfoundland and Labrador,rcp85,MRI-CGCM3,2080s,24.95715401
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1009,Newfoundland and Labrador,rcp45,CCSM4,2050s,4.656746349
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1009,Newfoundland and Labrador,rcp45,CCSM4,2080s,4.575520655
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1009,Newfoundland and Labrador,rcp45,GFDL-CM3,2050s,12.84143089
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1009,Newfoundland and Labrador,rcp45,GFDL-CM3,2080s,15.29792286
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1009,Newfoundland and Labrador,rcp45,GFDL-ESM2M,2050s,3.485814211
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1009,Newfoundland and Labrador,rcp45,GFDL-ESM2M,2080s,2.233479244
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1009,Newfoundland and Labrador,rcp45,HadGEM2-AO,2050s,9.343899911
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1009,Newfoundland and Labrador,rcp45,HadGEM2-AO,2080s,11.61784604
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1009,Newfoundland and Labrador,rcp45,HadGEM2-ES,2050s,6.407393584
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1009,Newfoundland and Labrador,rcp45,HadGEM2-ES,2080s,11.63370772
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1009,Newfoundland and Labrador,rcp45,MIROC-ESM-CHEM,2050s,11.22797419
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1009,Newfoundland and Labrador,rcp45,MIROC-ESM-CHEM,2080s,12.37474764
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1009,Newfoundland and Labrador,rcp45,MRI-CGCM3,2050s,2.280756001
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1009,Newfoundland and Labrador,rcp45,MRI-CGCM3,2080s,1.772692216
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1009,Newfoundland and Labrador,rcp85,CCSM4,2050s,7.329883609
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1009,Newfoundland and Labrador,rcp85,CCSM4,2080s,14.26145758
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1009,Newfoundland and Labrador,rcp85,GFDL-CM3,2050s,17.30112616
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1009,Newfoundland and Labrador,rcp85,GFDL-CM3,2080s,26.70751645
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1009,Newfoundland and Labrador,rcp85,GFDL-ESM2M,2050s,4.094800985
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1009,Newfoundland and Labrador,rcp85,GFDL-ESM2M,2080s,7.042860675
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1009,Newfoundland and Labrador,rcp85,HadGEM2-AO,2050s,13.0849052
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1009,Newfoundland and Labrador,rcp85,HadGEM2-AO,2080s,21.8502539
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1009,Newfoundland and Labrador,rcp85,HadGEM2-ES,2050s,14.79997845
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1009,Newfoundland and Labrador,rcp85,HadGEM2-ES,2080s,24.76974051
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1009,Newfoundland and Labrador,rcp85,MIROC-ESM-CHEM,2050s,16.64398638
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1009,Newfoundland and Labrador,rcp85,MIROC-ESM-CHEM,2080s,25.11440183
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1009,Newfoundland and Labrador,rcp85,MRI-CGCM3,2050s,3.976352171
Moderate metropolitan influenced zone (N.L.) / Zone d'influence métropolitaine modérée (T.-N.-L.),1009,Newfoundland and Labrador,rcp85,MRI-CGCM3,2080s,9.771922011
No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.),1010,Newfoundland and Labrador,rcp45,CCSM4,2050s,4.968685648
No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.),1010,Newfoundland and Labrador,rcp45,CCSM4,2080s,5.516580767
No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.),1010,Newfoundland and Labrador,rcp45,GFDL-CM3,2050s,18.51150161
No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.),1010,Newfoundland and Labrador,rcp45,GFDL-CM3,2080s,22.82449279
No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.),1010,Newfoundland and Labrador,rcp45,GFDL-ESM2M,2050s,4.495165861
No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.),1010,Newfoundland and Labrador,rcp45,GFDL-ESM2M,2080s,2.458825601
No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.),1010,Newfoundland and Labrador,rcp45,HadGEM2-AO,2050s,8.512559865
No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.),1010,Newfoundland and Labrador,rcp45,HadGEM2-AO,2080s,10.4005934
No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.),1010,Newfoundland and Labrador,rcp45,HadGEM2-ES,2050s,9.068387852
No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.),1010,Newfoundland and Labrador,rcp45,HadGEM2-ES,2080s,12.31935521
No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.),1010,Newfoundland and Labrador,rcp45,MIROC-ESM-CHEM,2050s,9.971402228
No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.),1010,Newfoundland and Labrador,rcp45,MIROC-ESM-CHEM,2080s,11.23178973
No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.),1010,Newfoundland and Labrador,rcp45,MRI-CGCM3,2050s,1.06826774
No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.),1010,Newfoundland and Labrador,rcp45,MRI-CGCM3,2080s,1.029238761
No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.),1010,Newfoundland and Labrador,rcp85,CCSM4,2050s,8.883362037
No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.),1010,Newfoundland and Labrador,rcp85,CCSM4,2080s,16.75680048
No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.),1010,Newfoundland and Labrador,rcp85,GFDL-CM3,2050s,26.08604607
No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.),1010,Newfoundland and Labrador,rcp85,GFDL-CM3,2080s,41.38791788
No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.),1010,Newfoundland and Labrador,rcp85,GFDL-ESM2M,2050s,5.480305143
No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.),1010,Newfoundland and Labrador,rcp85,GFDL-ESM2M,2080s,9.741764534
No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.),1010,Newfoundland and Labrador,rcp85,HadGEM2-AO,2050s,12.5069157
No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.),1010,Newfoundland and Labrador,rcp85,HadGEM2-AO,2080s,23.85624697
No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.),1010,Newfoundland and Labrador,rcp85,HadGEM2-ES,2050s,13.81479106
No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.),1010,Newfoundland and Labrador,rcp85,HadGEM2-ES,2080s,29.92904096
No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.),1010,Newfoundland and Labrador,rcp85,MIROC-ESM-CHEM,2050s,16.73130732
No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.),1010,Newfoundland and Labrador,rcp85,MIROC-ESM-CHEM,2080s,28.55717083
No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.),1010,Newfoundland and Labrador,rcp85,MRI-CGCM3,2050s,2.476774628
No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.),1010,Newfoundland and Labrador,rcp85,MRI-CGCM3,2080s,7.006633745
No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.),1011,Newfoundland and Labrador,rcp45,CCSM4,2050s,0.154421203
No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.),1011,Newfoundland and Labrador,rcp45,CCSM4,2080s,0.19496633
No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.),1011,Newfoundland and Labrador,rcp45,GFDL-CM3,2050s,0.746088703
No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.),1011,Newfoundland and Labrador,rcp45,GFDL-CM3,2080s,1.006815718
No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.),1011,Newfoundland and Labrador,rcp45,GFDL-ESM2M,2050s,0.190977709
No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.),1011,Newfoundland and Labrador,rcp45,GFDL-ESM2M,2080s,0.103591099
No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.),1011,Newfoundland and Labrador,rcp45,HadGEM2-AO,2050s,0.196171518
No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.),1011,Newfoundland and Labrador,rcp45,HadGEM2-AO,2080s,0.253746092
No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.),1011,Newfoundland and Labrador,rcp45,HadGEM2-ES,2050s,0.144217766
No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.),1011,Newfoundland and Labrador,rcp45,HadGEM2-ES,2080s,0.231082384
No metropolitan influenced zone (N.L.) / Aucune zone d'influence métropolitaine (T.-N.-L.),1011,Newfoundland and Labrador,rcp45,MIROC-ESM-CHEM,2050s,0.271127117
